snapped_at,price
2023-07-28,13.1389646127358
2023-07-29,13.236289290884923
2023-07-30,13.247479439250714
2023-07-31,13.132356266447376
2023-08-01,12.829237220587416
2023-08-02,12.842485476036092
2023-08-03,12.524649884472629
2023-08-04,12.443486481087684
2023-08-05,12.398415248883946
2023-08-06,12.433396826913022
2023-08-07,12.56093085411536
2023-08-08,12.445470493943915
2023-08-09,12.691960381362472
2023-08-10,12.63378573661651
2023-08-11,12.472676174473657
2023-08-12,12.440172800951995
2023-08-13,12.385306435910197
2023-08-14,12.259066028503913
2023-08-15,12.352482232466068
2023-08-16,11.803636671901172
2023-08-17,11.371465141595994
2023-08-18,10.542331442002645
2023-08-19,10.800818492635498
2023-08-20,10.807374415144444
2023-08-21,10.863581211268253
2023-08-22,10.360422591446522
2023-08-23,10.124645758987835
2023-08-24,10.348293636067371
2023-08-25,10.11279836903137
2023-08-26,10.060003275580698
2023-08-27,10.09341102492907
2023-08-28,10.19342930248639
2023-08-29,10.370048447999558
2023-08-30,10.808125505636365
